fighter,odds,ev,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,finish_rate,decision_rate,win_rate,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUATT
Andy Ogle,-175.0,57.1429,3,0,0,32.6,0.45,0.0,1.4,0.424,1,4,15,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,145,25,0.0,1.0,0.2,,,
Ange Loosa,-145.0,68.9655,0,1,0,5.6,0.44,0.2,2.41,0.38,1,2,9,0,0,0,1,0,0,0,1,Orthodox,177.8,187.96,170,30,0.0,1.0,0.3333333333333333,,,
Angel Pacheco,,,1,0,0,9.5,0.39,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,32,0.0,0.0,0.0,,,
Angela Hill,440.0,440.0,1,0,0,5.37,0.5,0.1,0.75,0.3,3,15,82,0,0,1,9,2,1,0,13,Orthodox,160.02,162.56,115,40,0.23076923076923078,0.7692307692307693,0.4642857142857143,,,
Angela Magana,650.0,650.0,1,0,0,37.0,0.25,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,154.94,165.1,115,31,0.0,0.0,0.0,,,
Anistavio Medeiros,185.0,185.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,178.0,145,24,0.0,0.0,0.0,,,
Anna Elmose,-140.0,71.4286,1,0,0,6.0,0.6,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,160.02,165.1,115,32,0.0,0.0,0.0,,,
Anshul Jubli,350.0,350.0,1,0,0,,,,0.81,0.18,2,1,8,1,0,1,0,1,0,0,2,Switch,182.88,175.26,155,30,0.5,0.5,0.6666666666666666,6.42,0.46,0.4
Ante Delija,-118.0,84.7458,1,0,0,,,,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,190.5,198.12,239,35,1.0,0.0,0.5,4.28,0.38,0.0
Anthony Birchak,-250.0,40.0,1,0,0,15.6667,0.38,0.0,0.3333,0.333,1,2,3,0,0,0,0,1,0,0,1,Orthodox,172.72,175.26,135,30,1.0,0.0,0.3333333333333333,,,
Anthony Christodoulou,775.0,775.0,1,0,0,9.0,0.23,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,28,0.0,0.0,0.0,,,
Anthony Hamilton,155.0,155.0,3,0,0,23.7778,0.439,0.0,1.0,0.231,1,6,14,0,0,0,1,2,0,0,3,Orthodox,195.58,193.04,260,37,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,
Anthony Hernandez,-162.0,61.7284,0,5,0,4.9,0.63,2.3,6.64,0.44,5,2,19,0,0,0,1,1,4,0,6,Orthodox,182.88,190.5,185,31,0.8333333333333334,0.16666666666666666,0.75,,,
Anthony Ivy,-185.0,54.0541,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,30,0.0,0.0,0.0,,,
Anthony Johnson,-240.0,41.6667,0,2,0,20.8824,0.506,0.2941,1.0588,0.287,3,5,30,1,0,0,2,10,0,0,12,Orthodox,187.96,198.12,205,32,0.8333333333333334,0.16666666666666666,0.7058823529411765,,,
Anthony Lapsley,245.0,245.0,1,0,0,8.0,0.42,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,170,34,0.0,0.0,0.0,,,
Anthony Njokuani,-260.0,38.4615,0,1,0,60.5,0.46,0.1667,0.5,0.277,1,3,17,0,0,0,2,1,0,0,3,Orthodox,185.42,190.5,155,34,0.3333333333333333,0.6666666666666666,0.5,,,
Anthony Perosh,450.0,450.0,1,0,0,13.1818,0.444,0.4545,0.8182,0.168,3,6,17,0,0,0,0,2,3,0,5,Orthodox,190.5,190.5,205,43,1.0,0.0,0.45454545454545453,,,
Anthony Pettis,-210.0,47.619,0,2,0,3.05,0.47,1.1,0.61,0.5,5,10,2,4,0,0,0,0,0,0,16,Orthodox,177.8,182.88,155,33,0.0,0.0,0.6153846153846154,,,
Anthony Rocco Martin,-240.0,41.6667,0,3,0,32.8182,0.379,1.0,0.7273,0.225,3,4,29,0,0,0,3,1,3,0,7,Orthodox,182.88,185.42,170,29,0.5714285714285714,0.42857142857142855,0.6363636363636364,,,
Anthony Smith,295.0,295.0,2,0,0,3.19,0.49,0.6,0.44,0.22,3,13,65,1,0,1,1,7,6,0,15,Orthodox,193.04,193.04,205,36,0.8666666666666667,0.13333333333333333,0.5357142857142857,,,
Anton Kuivanen,130.0,130.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,155,27,0.0,0.0,0.0,,,
Anton Turkalj,110.0,110.0,3,0,0,,,,4.98,0.41,1,3,8,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,205,27,0.0,1.0,0.25,2.45,0.42,0.0
Anton Zafir,255.0,255.0,1,0,0,,,,1.0,0.33,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,29,0.0,0.0,0.0,17.0,0.68,0.0
Antonina Shevchenko,-180.0,55.5556,2,0,0,3.86,0.55,0.4,0.43,0.42,2,4,19,0,0,0,1,2,1,0,4,Southpaw,172.72,170.18,125,37,0.75,0.25,0.5,,,
Antonio Arroyo,105.0,105.0,0,0,0,,0.69,0.4,1.95,0.41,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,185.42,185,30,0.0,0.0,0.0,,,
Antonio Banuelos,290.0,290.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,135,31,0.0,0.0,0.0,,,
Antonio Braga Neto,230.0,230.0,1,0,0,11.0,0.45,0.5,2.0,0.35,1,1,4,0,0,0,0,0,1,0,1,Orthodox,190.5,195.58,185,30,1.0,0.0,0.5,,,
Antonio Carlos Junior,-160.0,62.5,0,4,0,23.0,0.434,0.6667,2.7778,0.483,4,3,21,1,0,0,2,0,4,0,6,Orthodox,187.96,200.66,185,29,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,
Antonio Carvalho,210.0,210.0,0,2,0,31.6667,0.33,0.0,0.0,0.0,2,1,7,0,0,1,0,1,0,0,2,Orthodox,175.26,172.72,145,33,0.5,0.5,0.6666666666666666,,,
Antonio Dos Santos,195.0,195.0,1,0,0,,,,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,26,0.0,0.0,0.0,37.0,0.5,0.0
Antonio McKee,-200.0,50.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,183.0,155,40,0.0,0.0,0.0,,,
Antonio Silva,185.0,185.0,1,0,0,18.5556,0.49,0.0,0.0,0.0,2,6,16,1,0,0,0,3,0,0,3,Orthodox,193.04,203.2,264,36,1.0,0.0,0.3333333333333333,,,
Antonio Trocoli,490.0,490.0,3,0,0,,,,0.88,0.09,0,3,6,0,0,0,0,0,0,0,0,Orthodox,195.58,203.2,185,35,0.0,0.0,0.0,1.27,0.47,0.4
Aori Qileng,100.0,100.0,0,0,0,7.73,0.44,0.0,3.0,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,27,0.0,0.0,0.0,,,
Aoriqileng,,,1,0,0,5.31,0.5,0.0,1.45,0.46,2,3,11,0,0,0,1,1,0,0,2,Orthodox,170.18,175.26,135,30,0.5,0.5,0.4,,,
Ariane Carnelossi,165.0,165.0,0,2,0,2.87,0.39,0.3,1.37,0.55,2,1,8,0,0,0,0,1,1,0,2,Orthodox,157.48,154.94,115,29,1.0,0.0,0.6666666666666666,,,
Ariane Lipski,-125.0,80.0,2,0,0,3.33,0.36,0.4,0.19,0.2,2,4,14,0,0,0,1,0,1,0,2,Orthodox,167.64,170.18,125,27,0.5,0.5,0.3333333333333333,,,
Ariane da Silva,460.0,460.0,2,0,0,4.05,0.41,0.3,0.47,0.38,3,7,32,0,0,1,3,0,2,0,6,Orthodox,167.64,170.18,125,31,0.3333333333333333,0.6666666666666666,0.46153846153846156,,,
Ariel Beck,165.0,165.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,167.64,125,27,0.0,0.0,0.0,,,
Arjan Bhullar,115.0,115.0,0,1,0,26.6667,0.51,0.0,1.3333,0.72,1,1,8,0,0,0,2,0,0,0,2,Orthodox,185.42,190.5,245,32,0.0,1.0,0.6666666666666666,,,
Arman Tsarukyan,-750.0,13.3333,0,4,0,3.85,0.5,0.1,3.26,0.37,5,2,30,0,0,1,4,4,0,0,9,Orthodox,170.18,182.88,155,29,0.4444444444444444,0.5555555555555556,0.8181818181818182,,,
Armen Petrosyan,132.0,132.0,0,1,0,5.69,0.52,0.0,0.22,0.33,2,1,10,0,0,1,1,1,0,0,3,Orthodox,190.5,180.34,185,32,0.3333333333333333,0.6666666666666666,0.75,,,
Arnold Allen,184.0,184.0,0,1,0,3.47,0.42,0.3,0.86,0.47,10,2,38,0,0,1,6,2,2,0,11,Southpaw,172.72,177.8,145,32,0.36363636363636365,0.6363636363636364,0.8461538461538461,,,
Artem Lobov,150.0,150.0,1,0,0,56.6,0.358,0.0,0.6,0.25,2,3,17,1,0,0,2,0,0,0,2,Southpaw,175.26,165.1,145,31,0.0,1.0,0.4,,,
Ashkan Mokhtarian,245.0,245.0,1,0,0,,,,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,167.64,170.18,125,32,0.0,0.0,0.0,12.0,0.52,0.0
Ashlee Evans-Smith,210.0,210.0,2,0,0,4.03,0.34,0.0,0.95,0.22,2,5,20,0,0,1,1,1,0,0,3,Orthodox,172.72,170.18,135,36,0.3333333333333333,0.6666666666666666,0.375,,,
Ashley Yoder,,,2,0,0,3.42,0.39,0.6,1.09,0.27,2,7,30,0,0,1,2,0,0,0,3,Southpaw,170.18,175.26,115,35,0.0,1.0,0.3,,,
Askar Askarov,-450.0,22.2222,0,3,1,3.05,0.54,0.4,2.6,0.24,3,0,12,0,0,0,3,0,0,0,3,Orthodox,167.64,170.18,125,29,0.0,1.0,1.0,,,
Askar Mozharov,220.0,220.0,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,205,27,0.0,0.0,0.0,0.43,0.18,0.0
Aspen Ladd,135.0,135.0,1,0,0,3.78,0.47,0.6,1.56,0.47,3,2,15,0,0,0,1,3,0,0,4,Orthodox,167.64,167.64,135,27,0.75,0.25,0.6666666666666666,,,
Asu Almabayev,-108.0,92.5926,1,0,0,2.31,0.5,1.5,4.46,0.42,4,1,14,0,0,0,3,0,1,0,4,Orthodox,162.56,165.1,125,31,0.25,0.75,0.8,,,
Ateba Gautier,-1000.0,10.0,0,4,0,4.44,0.48,0.0,0.49,1.0,4,0,5,0,0,0,0,4,0,0,4,Switch,193.04,205.74,185,23,1.0,0.0,1.0,,,
Augusto Mendes,325.0,325.0,0,1,0,,,,2.0,0.22,1,1,4,0,0,1,0,0,0,0,1,Orthodox,167.64,165.1,135,34,0.0,1.0,0.5,26.5,0.33,0.0
Augusto Montano,375.0,375.0,1,0,0,25.5,0.475,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,170,31,1.0,0.0,0.5,,,
Augusto Sakai,-135.0,74.0741,4,0,0,4.6,0.49,0.0,0.23,0.4,5,4,22,0,0,2,0,3,0,0,5,Orthodox,190.5,195.58,265,31,0.6,0.4,0.5555555555555556,,,
Austen Lane,420.0,420.0,0,1,0,2.7,0.5,0.0,1.5,0.28,1,3,9,0,0,0,1,1,0,0,2,Orthodox,198.12,203.2,205,37,0.5,0.5,0.4,,,
Austin Arnett,170.0,170.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,26,0.0,0.0,0.0,,,
Austin Bashi,-1150.0,8.6957,1,0,0,1.75,0.47,1.7,7.81,0.41,1,1,5,0,0,0,0,0,1,0,1,Orthodox,167.64,177.8,145,23,1.0,0.0,0.5,,,
Austin Hubbard,-112.0,89.2857,0,1,0,4.12,0.43,0.0,1.54,0.34,1,5,23,0,0,0,3,1,0,0,4,Orthodox,177.8,180.34,155,32,0.25,0.75,0.4444444444444444,,,
Austin Lingo,188.0,188.0,1,0,0,3.86,0.37,0.0,0.43,0.66,2,2,11,0,0,0,2,0,0,0,2,Orthodox,177.8,177.8,145,29,0.0,1.0,0.5,,,
Austin Springer,176.0,176.0,0,0,0,,,,4.24,0.44,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,145,33,0.0,0.0,0.0,3.46,0.63,1.1
Austin Vanderford,-295.0,33.8983,0,2,0,,,,3.08,0.35,2,0,4,0,0,0,0,1,1,0,2,Orthodox,180.34,187.96,170,35,1.0,0.0,1.0,3.04,0.59,1.2
Axel Sola,-136.0,73.5294,0,0,0,4.07,0.45,0.0,2.22,0.36,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,155,27,0.0,0.0,0.0,,,
Azamat Bekoev,-295.0,33.8983,0,2,0,4.07,0.45,0.0,4.49,0.45,2,0,2,0,0,0,0,2,0,0,2,Orthodox,182.88,182.88,185,29,1.0,0.0,1.0,,,
Azamat Gashimov,-115.0,86.9565,1,0,0,,,,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,23,0.0,0.0,0.0,4.0,0.3,0.0
Azamat Murzakanov,-620.0,16.129,0,5,0,4.7,0.57,0.0,0.55,0.15,5,0,12,0,0,0,1,4,0,0,5,Southpaw,177.8,180.34,205,36,0.8,0.2,1.0,,,
Azat Maksum,-500.0,20.0,2,0,0,2.75,0.27,0.2,3.5,0.31,1,2,9,0,0,1,0,0,0,0,1,Southpaw,170.18,177.8,125,30,0.0,1.0,0.3333333333333333,,,
BJ Penn,525.0,525.0,7,0,0,35.9615,0.528,0.4615,1.0,0.316,3,14,74,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,40,0.8333333333333334,0.08333333333333333,0.46153846153846156,,,
Baergeng Jieleyisi,190.0,190.0,0,2,0,1.75,0.38,0.3,1.65,0.75,2,1,8,0,0,0,1,0,1,0,2,Orthodox,175.26,177.8,135,28,0.5,0.5,0.6666666666666666,,,
Baisangur Susurkaev,-1000.0,10.0,0,2,0,4.56,0.59,0.7,2.76,0.28,2,0,3,0,0,0,0,1,1,0,2,Orthodox,187.96,200.66,185,24,1.0,0.0,1.0,,,
Barb Honchak,-240.0,41.6667,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,38,0.0,0.0,0.0,,,
Bart Palaszewski,177.0,177.0,1,0,0,21.5,0.29,0.5,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,145,29,1.0,0.0,0.5,,,
Bartosz Fabinski,-125.0,80.0,2,0,0,2.23,0.68,0.0,7.1,0.7,3,2,11,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,34,0.0,1.0,0.6,,,
Bassil Hafez,250.0,250.0,0,1,0,3.71,0.38,0.0,2.21,0.24,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,32,0.0,1.0,0.5,,,
Batgerel Danaa,-140.0,71.4286,0,2,0,5.38,0.36,0.0,0.52,0.5,2,1,5,0,0,0,0,2,0,0,2,Orthodox,170.18,177.8,135,32,1.0,0.0,0.6666666666666666,,,
Bea Malecki,-155.0,64.5161,0,2,0,6.84,0.46,1.1,0.0,0.0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,175.26,187.96,135,29,0.5,0.5,1.0,,,
Bec Rawlings,170.0,170.0,3,0,0,48.3333,0.435,0.3333,0.6667,0.248,2,4,15,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,29,0.5,0.5,0.3333333333333333,,,
Bekzat Almakhan,118.0,118.0,0,1,0,1.61,0.34,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,135,28,1.0,0.0,0.5,,,
Belal Muhammad,235.0,235.0,1,0,0,4.43,0.43,0.1,2.14,0.36,10,4,64,2,0,1,11,2,1,0,15,Orthodox,180.34,182.88,170,37,0.2,0.8,0.7894736842105263,,,
Ben Askren,-160.0,62.5,1,0,0,,,,4.33,0.55,1,1,2,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,170,35,0.0,1.0,0.5,,0.49,0.9
Ben Nguyen,-140.0,71.4286,1,0,0,14.0,0.52,1.0,0.0,0.0,2,1,4,0,0,0,0,1,1,0,2,Switch,165.1,165.1,125,28,1.0,0.0,0.6666666666666666,,,
Ben Rothwell,-165.0,60.6061,0,1,0,3.71,0.42,0.4,0.68,0.34,6,8,53,0,0,2,2,9,3,0,16,Orthodox,193.04,198.12,265,40,0.75,0.25,0.6666666666666666,,,
Ben Saunders,190.0,190.0,2,0,0,25.1765,0.541,0.5294,0.1176,0.118,3,8,33,0,0,1,2,3,3,0,9,Orthodox,187.96,195.58,170,36,0.6666666666666666,0.3333333333333333,0.5294117647058824,,,
Ben Sosoli,130.0,130.0,0,0,0,2.22,0.31,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,265,30,0.0,0.0,0.0,,,
Ben Wall,540.0,540.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,24,0.0,0.0,0.0,,,
Benardo Sopaj,-295.0,33.8983,1,0,0,,,,2.53,0.71,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,24,0.0,0.0,0.0,4.24,0.56,0.0
Beneil Dariush,160.0,160.0,0,1,1,3.78,0.49,0.8,2.11,0.38,8,6,50,0,0,2,7,3,5,0,17,Southpaw,177.8,182.88,155,36,0.47058823529411764,0.5294117647058824,0.7391304347826086,,,
Benito Lopez,-105.0,95.2381,1,0,0,4.49,0.44,0.3,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,Switch,177.8,185.42,135,25,0.0,1.0,0.5,,,
Benny Alloway,240.0,240.0,0,1,0,16.0,0.61,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,180.34,190.5,170,32,1.0,0.0,1.0,,,
Benoit Saint Denis,146.0,146.0,0,1,0,5.62,0.58,1.8,4.19,0.35,5,3,17,0,0,0,0,3,3,0,6,Southpaw,180.34,185.42,155,29,1.0,0.0,0.6666666666666666,,,
Benson Henderson,-230.0,43.4783,0,1,0,56.9231,0.456,0.7692,2.2308,0.432,7,3,47,5,0,3,5,0,2,0,10,Southpaw,175.26,177.8,170,32,0.2,0.8,0.7692307692307693,,,
Bentley Syler,135.0,135.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,125,32,0.0,0.0,0.0,,,
Bernardo Magalhaes,210.0,210.0,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,165.1,155,31,0.0,0.0,0.0,28.0,0.41,0.0
Besam Yousef,110.0,110.0,1,0,0,,,,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,28,0.0,0.0,0.0,28.0,0.51,0.0
Bethe Correia,500.0,500.0,1,0,1,4.37,0.43,0.0,0.39,0.18,3,5,30,1,0,2,2,1,0,0,5,Orthodox,165.1,162.56,135,38,0.2,0.8,0.5,,,
Bevon Lewis,-370.0,27.027,2,0,0,,0.45,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,185,28,0.0,0.0,0.0,,,
Bharat Kandare,140.0,140.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,135,30,0.0,0.0,0.0,,,
Bia Mesquita,-750.0,13.3333,0,1,0,5.78,0.6,3.2,4.81,0.75,1,0,2,0,0,0,0,0,1,0,1,Orthodox,162.56,170.18,135,34,1.0,0.0,1.0,,,
Bill Algeo,-298.0,33.557,0,2,0,5.88,0.51,0.1,1.03,0.5,2,4,25,0,0,0,3,1,1,0,5,Switch,182.88,185.42,145,34,0.4,0.6,0.5555555555555556,,,
Billy Elekana,-270.0,37.037,0,1,0,2.71,0.56,0.8,0.85,0.22,1,1,5,0,0,0,1,0,0,0,1,Southpaw,190.5,195.58,205,30,0.0,1.0,0.5,,,
Billy Quarantillo,110.0,110.0,0,1,0,7.36,0.56,1.1,1.24,0.23,4,3,26,0,0,0,2,4,1,0,7,Orthodox,177.8,177.8,145,35,0.7142857142857143,0.2857142857142857,0.7,,,
Billy Ray Goff,-405.0,24.6914,1,0,0,7.51,0.46,0.0,1.75,0.16,2,1,5,0,0,0,0,2,0,0,2,Switch,177.8,182.88,170,26,1.0,0.0,0.6666666666666666,,,
Blagoy Ivanov,-155.0,64.5161,2,0,0,3.25,0.4,0.1,0.69,0.4,2,3,17,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,250,35,0.0,1.0,0.4,,,
Blake Bilder,,,1,0,0,,,,0.31,0.07,2,1,7,0,0,0,1,0,1,0,2,Switch,172.72,172.72,145,33,0.5,0.5,0.6666666666666666,3.81,0.48,0.6
Blood Diamond,,,2,0,0,3.12,0.55,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Switch,180.34,193.04,170,35,0.0,0.0,0.0,,,
Bo Nickal,-245.0,40.8163,1,0,0,3.35,0.61,2.5,3.1,0.55,6,1,11,0,0,0,1,1,4,0,6,Southpaw,185.42,193.04,185,29,0.8333333333333334,0.16666666666666666,0.8571428571428571,,,
Bobby Green,-155.0,64.5161,0,1,1,6.43,0.53,0.3,1.23,0.39,8,9,60,0,0,2,6,2,3,0,13,Orthodox,177.8,180.34,155,35,0.38461538461538464,0.6153846153846154,0.5909090909090909,,,
Bobby Moffett,145.0,145.0,1,0,0,,,,2.74,0.66,1,1,5,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,145,29,1.0,0.0,0.5,3.41,0.39,1.4
Bobby Nash,110.0,110.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,26,0.0,0.0,0.0,,,
Bobby Voelker,-105.0,95.2381,3,0,0,51.3333,0.317,0.0,1.3333,0.267,0,3,8,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,35,0.0,0.0,0.0,,,
Bogdan Grad,205.0,205.0,1,0,0,4.06,0.51,0.0,4.22,0.4,2,2,9,0,0,1,0,1,0,0,2,Orthodox,172.72,177.8,145,30,0.5,0.5,0.5,,,
Bogdan Guskov,-420.0,23.8095,0,2,0,4.57,0.55,0.7,0.0,0.0,2,1,4,0,0,0,0,2,0,0,2,Orthodox,190.5,193.04,205,32,1.0,0.0,0.6666666666666666,,,
Bojan Mihajlovic,485.0,485.0,2,0,0,12.5,0.45,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,205,37,0.0,0.0,0.0,,,
Bojan Velickovic,-160.0,62.5,1,0,0,31.0,0.31,0.5,1.0,0.35,1,1,6,0,0,0,1,0,0,0,1,Southpaw,182.88,193.04,170,27,0.0,1.0,0.5,,,
Bolaji Oki,220.0,220.0,1,0,0,6.42,0.45,0.0,1.02,0.57,2,2,10,0,0,1,1,1,0,0,3,Orthodox,177.8,185.42,155,30,0.3333333333333333,0.6666666666666666,0.6,,,
Boston Salmon,-175.0,57.1429,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,175.26,135,28,0.0,0.0,0.0,,,
Brad Blackburn,-160.0,62.5,1,0,0,,,,0.0,0.0,3,1,11,0,0,1,1,1,0,0,3,Orthodox,177.8,185.42,170,32,0.3333333333333333,0.6666666666666666,0.75,58.75,0.375,0.25
Brad Katona,120.0,120.0,1,0,0,4.81,0.52,0.0,1.86,0.34,2,4,24,1,0,0,4,0,0,0,4,Orthodox,167.64,162.56,135,33,0.0,1.0,0.5,,,
Brad Pickett,-150.0,66.6667,2,0,0,31.8462,0.305,0.1538,1.4615,0.361,2,8,30,0,0,2,1,1,1,0,5,Orthodox,167.64,172.72,135,38,0.4,0.6,0.38461538461538464,,,
Brad Riddell,105.0,105.0,2,0,0,4.71,0.53,0.0,1.77,0.36,4,2,16,0,0,1,3,0,0,0,4,Orthodox,170.18,180.34,155,31,0.0,1.0,0.6666666666666666,,,
Brad Tavares,112.0,112.0,1,0,0,3.41,0.43,0.0,0.7,0.26,5,11,74,0,0,3,11,2,0,0,16,Orthodox,185.42,187.96,185,38,0.125,0.875,0.5925925925925926,,,
Bradley Scott,120.0,120.0,1,0,0,38.4286,0.406,0.5714,0.2857,0.064,1,4,16,1,0,1,0,0,2,0,3,Orthodox,185.42,193.04,170,28,0.6666666666666666,0.3333333333333333,0.42857142857142855,,,
Brady Hiestand,230.0,230.0,0,2,0,2.7,0.5,1.1,4.8,0.46,2,1,9,0,0,0,1,1,0,0,2,Orthodox,172.72,180.34,135,25,0.5,0.5,0.6666666666666666,,,
Brando Pericic,-215.0,46.5116,0,0,0,12.91,0.64,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,200.66,245,31,0.0,0.0,0.0,,,
Brandon Davis,-155.0,64.5161,1,0,0,4.65,0.35,0.1,0.71,0.45,1,4,16,0,0,0,1,0,1,0,2,Orthodox,177.8,182.88,135,29,0.5,0.5,0.3333333333333333,,,
Brandon Jenkins,425.0,425.0,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Switch,182.88,180.34,155,30,0.0,0.0,0.0,2.93,0.41,0.0
Brandon Moreno,-198.0,50.5051,1,0,2,3.84,0.44,0.4,1.36,0.39,3,6,65,6,0,1,4,3,3,0,11,Orthodox,170.18,177.8,125,32,0.5454545454545454,0.45454545454545453,0.6470588235294118,,,
Brandon Royval,200.0,200.0,1,0,0,5.54,0.41,1.1,0.65,0.75,3,4,30,1,0,3,0,1,3,0,7,Southpaw,175.26,172.72,125,33,0.5714285714285714,0.42857142857142855,0.6363636363636364,,,
Brandon Thatch,-155.0,64.5161,3,0,0,22.2,0.5,0.0,0.8,0.432,2,3,10,0,0,0,0,2,0,0,2,Switch,187.96,187.96,170,31,1.0,0.0,0.4,,,
Brandon Vera,-380.0,26.3158,3,0,0,27.8462,0.565,0.0769,0.4615,0.308,4,6,27,0,0,0,2,4,1,0,7,Orthodox,190.5,193.04,230,34,0.7142857142857143,0.2857142857142857,0.5384615384615384,,,
Braxton Smith,148.0,148.0,0,0,0,6.46,0.48,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,257,33,0.0,0.0,0.0,,,
Brendan Allen,270.0,270.0,1,0,0,3.59,0.53,1.1,1.56,0.42,7,3,36,0,0,1,3,1,8,0,13,Orthodox,187.96,190.5,185,29,0.6923076923076923,0.3076923076923077,0.8125,,,
Brendan Loughnane,210.0,210.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,177.8,145,23,0.0,0.0,0.0,,,
Brendan O'Reilly,415.0,415.0,0,1,0,28.5,0.395,0.5,3.0,0.3,1,1,6,0,0,0,1,0,0,0,1,Orthodox,170.18,175.26,170,28,0.0,1.0,0.5,,,
Brendan Schaub,145.0,145.0,0,1,0,22.25,0.481,0.125,1.125,0.14,4,3,14,1,0,0,2,3,0,0,5,Orthodox,193.04,198.12,245,30,0.6,0.4,0.625,,,
