fighter,odds,ev,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,finish_rate,decision_rate,win_rate,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUATT
Ryan LaFlare,-125.0,80.0,0,1,0,43.5556,0.4,0.2222,2.3333,0.311,4,2,28,0,0,0,7,0,0,0,7,Southpaw,185.42,187.96,170,35,0.0,1.0,0.7777777777777778,,,
Ryan Loder,265.0,265.0,0,1,0,5.1,0.69,1.4,1.37,0.14,1,0,2,1,0,0,0,1,0,0,1,Southpaw,187.96,193.04,185,33,1.0,0.0,1.0,,,
Ryan MacDonald,260.0,260.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,180.34,135,26,0.0,0.0,0.0,,,
Ryan McGillivray,250.0,250.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.0,170,24,0.0,0.0,0.0,,,
Ryan Spann,,,1,0,0,3.19,0.39,1.8,1.3,0.34,5,7,25,0,0,1,1,3,4,0,9,Orthodox,195.58,200.66,205,33,0.7777777777777778,0.2222222222222222,0.5625,,,
Sabah Homasi,168.0,168.0,2,0,0,36.0,0.53,0.0,1.0,0.5,0,2,3,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,29,0.0,0.0,0.0,,,
Sabina Mazo,280.0,280.0,2,0,0,6.1,0.43,0.2,0.65,0.8,3,3,18,0,0,1,1,0,1,0,3,Orthodox,170.18,177.8,125,24,0.3333333333333333,0.6666666666666666,0.5,,,
Sage Northcutt,-125.0,80.0,0,2,0,34.7143,0.581,0.2857,1.1429,0.416,2,2,16,0,0,0,3,1,1,0,5,Orthodox,182.88,180.34,170,22,0.4,0.6,0.7142857142857143,,,
Sai Wang,175.0,175.0,1,0,0,31.0,0.39,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,28,0.0,0.0,0.0,,,
Said Nurmagomedov,-225.0,44.4444,0,1,0,3.08,0.48,1.1,0.86,0.15,4,2,18,0,0,1,1,2,3,0,7,Orthodox,172.72,177.8,135,32,0.7142857142857143,0.2857142857142857,0.7777777777777778,,,
Saidyokub Kakhramonov,-110.0,90.9091,0,2,0,,,,6.63,0.48,2,0,6,0,0,0,1,0,1,0,2,Orthodox,172.72,175.26,135,27,0.5,0.5,1.0,2.05,0.51,1.9
Saimon Oliveira,-140.0,71.4286,1,0,0,2.82,0.41,1.6,1.21,0.25,1,1,6,0,0,1,0,0,0,0,1,Orthodox,162.56,182.88,135,31,0.0,1.0,0.5,,,
Sako Chivitchian,150.0,150.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.0,155,26,0.0,0.0,0.0,,,
Salim Touahri,250.0,250.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,28,0.0,0.0,0.0,,,
Sam Alvey,520.0,520.0,7,0,1,3.28,0.44,0.1,0.06,0.14,4,12,51,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,185,36,0.6,0.4,0.45454545454545453,,,
Sam Hughes,128.0,128.0,0,3,0,,,,1.12,0.29,3,5,30,0,1,2,1,1,1,0,6,Orthodox,165.1,162.56,115,33,0.3333333333333333,0.6666666666666666,0.5454545454545454,4.41,0.47,0.2
Sam Patterson,-194.0,51.5464,0,3,0,2.62,0.37,1.6,0.82,0.5,3,1,6,0,0,0,0,1,3,0,4,Orthodox,190.5,198.12,170,29,1.0,0.0,0.8,,,
Sam Sicilia,130.0,130.0,2,0,0,22.2727,0.389,0.5455,0.9091,0.342,2,6,22,0,0,0,2,3,0,0,5,Orthodox,172.72,170.18,145,31,0.6,0.4,0.45454545454545453,,,
Sam Stout,135.0,135.0,2,0,0,52.2632,0.291,0.1053,0.5263,0.202,2,10,50,0,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,31,0.1111111111111111,0.8888888888888888,0.47368421052631576,,,
Sangwook Kim,136.0,136.0,0,2,0,5.11,0.55,1.2,1.77,0.22,2,1,8,0,0,0,0,1,2,0,3,Orthodox,182.88,180.34,155,32,1.0,0.0,0.75,,,
Santiago Luna,-770.0,12.987,0,1,0,8.2,0.54,0.8,4.21,0.83,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,187.96,135,21,1.0,0.0,1.0,,,
Santiago Ponzinibbio,-138.0,72.4638,0,1,0,4.78,0.41,0.0,0.6,0.27,7,7,47,0,0,0,5,7,0,0,12,Orthodox,182.88,185.42,170,38,0.5833333333333334,0.4166666666666667,0.631578947368421,,,
Saparbeg Safarov,480.0,480.0,0,1,0,,,,2.8,0.41,1,2,6,0,0,0,1,0,0,0,1,Orthodox,185.42,198.12,205,33,0.0,1.0,0.3333333333333333,4.29,0.48,0.0
Sara McMann,220.0,220.0,1,0,0,2.26,0.46,0.5,4.38,0.65,5,6,37,1,0,1,5,1,3,0,10,Orthodox,167.64,167.64,135,41,0.4,0.6,0.625,,,
Sarah Alpar,330.0,330.0,1,0,0,,,,1.61,0.26,1,1,5,0,0,0,0,0,1,0,1,Southpaw,162.56,160.02,135,30,1.0,0.0,0.5,2.36,0.44,0.4
Sarah Frota,130.0,130.0,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,167.64,175.26,125,32,0.0,0.0,0.0,4.52,0.52,0.0
Sarah Kaufman,-115.0,86.9565,1,0,0,118.0,0.48,0.0,0.3333,0.333,1,2,8,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,30,0.0,1.0,0.3333333333333333,,,
Sarah Moras,-230.0,43.4783,1,0,0,2.18,0.38,0.9,0.77,0.22,1,5,21,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,135,32,0.6666666666666666,0.3333333333333333,0.375,,,
Sasha Palatnikov,145.0,145.0,1,0,0,6.69,0.53,0.0,0.72,1.0,1,1,5,0,0,0,0,1,0,0,1,Switch,185.42,182.88,170,32,1.0,0.0,0.5,,,
Saygid Izagakhmaev,-335.0,29.8507,0,0,0,,,,4.0,0.4,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,31,0.0,0.0,0.0,1.33,0.58,0.0
Scott Askham,-105.0,95.2381,0,1,0,20.5,0.648,0.25,0.25,0.125,1,2,8,0,0,0,0,2,0,0,2,Southpaw,190.5,190.5,185,28,1.0,0.0,0.5,,,
Scott Holtzman,185.0,185.0,1,0,0,4.32,0.48,0.2,2.07,0.56,3,4,30,0,0,0,4,2,1,0,7,Orthodox,175.26,175.26,155,37,0.42857142857142855,0.5714285714285714,0.6363636363636364,,,
Scott Jorgensen,170.0,170.0,1,0,0,34.6,0.405,0.2,1.8,0.302,2,6,22,0,0,0,2,1,1,0,4,Orthodox,165.1,167.64,135,32,0.5,0.5,0.4,,,
Sean Brady,-152.0,65.7895,0,3,0,3.96,0.55,0.9,3.53,0.53,5,1,28,0,0,0,4,0,4,0,8,Orthodox,177.8,182.88,170,32,0.5,0.5,0.8888888888888888,,,
Sean McCorkle,180.0,180.0,1,0,0,2.0,0.22,2.0,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,Orthodox,200.66,205.74,265,34,1.0,0.0,0.5,,,
Sean O'Connell,325.0,325.0,2,0,0,,,,0.0,0.0,2,4,12,0,0,0,0,2,0,0,2,Orthodox,185.42,187.96,205,33,1.0,0.0,0.3333333333333333,49.1667,0.48,0.3333
Sean O'Malley,-225.0,44.4444,2,0,0,6.05,0.6,0.2,0.24,0.42,6,3,37,4,0,1,3,7,0,0,11,Switch,180.34,182.88,135,31,0.6363636363636364,0.36363636363636365,0.7857142857142857,,,
Sean Pierson,130.0,130.0,0,2,0,52.4,0.348,0.4,0.4,0.166,2,2,13,0,0,0,3,0,0,0,3,Southpaw,182.88,193.04,170,37,0.0,1.0,0.6,,,
Sean Sharaf,180.0,180.0,1,0,0,7.41,0.43,0.0,0.93,0.11,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,252,32,0.0,0.0,0.0,,,
Sean Sherk,167.0,167.0,1,0,0,34.2727,0.478,0.3636,4.0909,0.4,3,4,35,4,0,0,5,0,1,1,7,Orthodox,167.64,170.18,155,37,0.14285714285714285,0.7142857142857143,0.6363636363636364,,,
Sean Soriano,170.0,170.0,1,0,0,19.0,0.73,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,24,0.0,0.0,0.0,,,
Sean Spencer,290.0,290.0,0,2,0,72.0,0.29,0.0,0.0,0.0,2,1,9,0,0,1,1,0,0,0,2,Southpaw,177.8,190.5,170,26,0.0,1.0,0.6666666666666666,,,
Sean Strickland,225.0,225.0,1,0,0,6.04,0.42,0.2,0.71,0.64,6,7,76,3,0,4,7,4,1,0,16,Orthodox,185.42,193.04,185,34,0.3125,0.6875,0.6956521739130435,,,
Sean Woodson,-155.0,64.5161,0,5,1,5.58,0.46,0.4,0.66,0.62,3,1,24,0,0,2,3,2,0,0,7,Orthodox,187.96,198.12,145,32,0.2857142857142857,0.7142857142857143,0.875,,,
Sebastian Szalay,-120.0,83.3333,0,2,0,,,,0.51,0.2,2,0,4,0,0,0,1,1,0,0,2,Orthodox,167.64,167.64,145,31,0.5,0.5,1.0,4.94,0.41,0.0
Sedriques Dumas,160.0,160.0,0,1,0,2.0,0.44,0.2,1.34,0.31,2,2,13,0,0,0,3,0,1,0,4,Orthodox,187.96,200.66,185,29,0.25,0.75,0.6666666666666666,,,
Seohee Ham,-110.0,90.9091,1,0,0,73.6667,0.43,0.3333,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,Southpaw,157.48,157.48,115,29,0.0,1.0,0.3333333333333333,,,
Seokhyeon Ko,370.0,370.0,0,1,0,2.73,0.59,0.3,4.0,0.63,1,0,3,0,0,0,1,0,0,0,1,Southpaw,177.8,180.34,170,31,0.0,1.0,1.0,,,
Sergei Pavlovich,-260.0,38.4615,0,1,0,4.43,0.44,0.0,0.48,0.25,6,3,14,1,0,0,1,6,0,0,7,Southpaw,190.5,213.36,257,33,0.8571428571428571,0.14285714285714285,0.7,,,
Sergey Khandozhko,-125.0,80.0,1,0,0,,,,0.76,0.28,1,1,6,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,170,29,0.0,1.0,0.5,3.41,0.41,0.0
Sergey Morozov,-315.0,31.746,0,1,0,3.01,0.43,0.0,3.63,0.31,1,2,10,0,0,0,2,0,0,0,2,Orthodox,167.64,170.18,135,33,0.0,1.0,0.5,,,
Serghei Spivac,100.0,100.0,2,0,0,3.57,0.47,0.5,3.82,0.59,3,6,26,0,1,0,1,3,3,0,8,Orthodox,190.5,198.12,260,31,0.75,0.25,0.5714285714285714,,,
Sergio Moraes,170.0,170.0,2,0,1,,0.42,0.4,1.2,0.38,4,4,34,1,0,2,2,1,3,0,8,Orthodox,182.88,182.88,170,37,0.5,0.5,0.6666666666666666,,,
Sergio Pettis,-300.0,33.3333,2,0,0,3.88,0.37,0.4,0.85,0.4,4,5,40,0,0,1,7,0,0,0,8,Orthodox,167.64,175.26,125,26,0.0,1.0,0.6153846153846154,,,
Serhiy Sidey,,,1,0,0,4.87,0.39,1.4,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Switch,180.34,182.88,135,28,1.0,0.0,0.5,,,
Seth Baczynski,150.0,150.0,2,0,0,31.0,0.336,0.5,0.6,0.117,4,5,22,0,0,1,1,1,2,0,5,Orthodox,190.5,187.96,170,33,0.6,0.4,0.5,,,
Seth Petruzelli,-105.0,95.2381,3,0,0,21.0,0.39,1.0,0.3333,0.333,0,3,7,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,30,0.0,0.0,0.0,,,
SeungGuk Choi,185.0,185.0,0,2,0,2.69,0.42,0.0,1.02,0.27,2,0,6,0,0,0,2,0,0,0,2,Orthodox,167.64,162.56,125,26,0.0,1.0,1.0,,,
SeungWoo Choi,390.0,390.0,1,0,0,3.56,0.38,0.0,0.83,0.54,3,6,23,0,0,0,3,1,0,0,4,Orthodox,182.88,187.96,145,32,0.25,0.75,0.4,,,
Seungwoo Choi,-275.0,36.3636,2,0,0,,0.318,0.0,1.06,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,189.23,145,27,0.0,0.0,0.0,,,
Shamar Bailey,335.0,335.0,1,0,0,,,,2.5,0.275,1,1,6,0,0,0,1,0,0,0,1,Southpaw,175.26,190.5,155,29,0.0,1.0,0.5,34.0,0.315,0.0
Shamil Abdurakhimov,675.0,675.0,3,0,0,2.41,0.44,0.1,1.01,0.23,3,5,22,0,0,1,2,2,0,0,5,Orthodox,190.5,193.04,235,41,0.4,0.6,0.5,,,
Shamil Gamzatov,-105.0,95.2381,0,1,0,5.35,0.48,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,187.96,193.04,205,31,0.0,1.0,1.0,,,
Shamil Gaziev,-340.0,29.4118,0,1,0,2.62,0.47,0.3,0.93,0.3,2,1,10,0,0,0,1,1,1,0,3,Orthodox,193.04,198.12,265,34,0.6666666666666666,0.3333333333333333,0.75,,,
Shana Dobson,125.0,125.0,1,0,0,3.34,0.37,0.0,0.84,0.5,1,4,1,0,0,0,0,0,0,0,2,Orthodox,167.64,175.26,125,31,0.0,0.0,0.3333333333333333,,,
Shane Burgos,-175.0,57.1429,0,1,0,7.4,0.52,0.4,0.43,0.44,3,3,28,0,0,1,3,2,1,0,7,Orthodox,180.34,190.5,145,31,0.42857142857142855,0.5714285714285714,0.7,,,
Shane Campbell,-160.0,62.5,2,0,0,41.75,0.575,0.0,1.0,0.265,1,3,9,0,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,29,0.0,1.0,0.25,,,
Shane Carwin,145.0,145.0,1,0,0,22.2,0.51,0.0,0.2,0.1,4,1,6,2,0,0,0,4,0,0,4,Orthodox,187.96,203.2,265,36,1.0,0.0,0.8,,,
Shane Howell,315.0,315.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,31,0.0,0.0,0.0,0.0,0.0,0.0
Shane Roller,-174.0,57.4713,1,0,0,13.5,0.155,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,177.8,182.88,155,32,1.0,0.0,0.5,,,
Shane Young,,,3,0,0,5.19,0.4,0.0,0.63,0.18,2,4,15,0,0,0,1,1,0,0,2,Orthodox,172.72,182.88,145,30,0.5,0.5,0.3333333333333333,,,
Shane del Rosario,-240.0,41.6667,1,0,0,,,,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Southpaw,193.04,200.66,250,29,0.0,0.0,0.0,32.0,0.65,0.0
Shanelle Dyer,-450.0,22.2222,1,0,0,7.71,0.46,0.0,0.7,0.08,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,115,24,0.0,0.0,0.0,,,
Shanna Young,600.0,600.0,0,1,0,,,,0.0,0.0,1,3,9,0,0,0,0,1,0,0,1,Orthodox,170.18,165.1,125,31,1.0,0.0,0.25,3.18,0.47,0.6
Shannon Gugerty,335.0,335.0,1,0,0,,,,1.25,0.663,1,2,7,0,0,0,0,0,2,0,2,Orthodox,177.8,180.34,155,28,1.0,0.0,0.5,10.75,0.333,1.25
Shannon Ross,128.0,128.0,2,0,0,5.96,0.39,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Switch,167.64,167.64,125,34,0.0,0.0,0.0,,,
Shara Magomedov,-650.0,15.3846,1,0,0,5.93,0.62,0.0,0.0,0.0,4,1,14,0,0,0,2,2,0,0,4,Orthodox,187.96,185.42,185,31,0.5,0.5,0.8,,,
Shauna Bannon,225.0,225.0,0,2,0,4.32,0.43,0.7,0.0,0.0,2,1,8,0,0,1,0,0,1,0,2,Switch,165.1,165.1,115,31,0.5,0.5,0.6666666666666666,,,
Shavkat Rakhmonov,-210.0,47.619,0,6,0,4.12,0.61,1.8,1.49,0.29,6,0,11,0,0,0,0,1,5,0,6,Orthodox,185.42,195.58,170,30,1.0,0.0,1.0,,,
Shawn Jordan,165.0,165.0,0,3,0,23.8889,0.483,0.0,0.8889,0.278,3,3,16,0,0,0,0,6,0,0,6,Southpaw,182.88,190.5,260,30,1.0,0.0,0.6666666666666666,,,
Shayilan Nuerdanbieke,-172.0,58.1395,0,3,0,1.95,0.45,0.2,3.3,0.35,3,1,10,0,0,0,2,1,0,0,3,Orthodox,172.72,175.26,145,28,0.3333333333333333,0.6666666666666666,0.75,,,
Shayna Baszler,525.0,525.0,1,0,0,,,,1.0,0.25,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,34,0.0,0.0,0.0,8.0,0.26,1.0
Sheila Gaff,180.0,180.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,157.48,135,23,0.0,0.0,0.0,7.0,0.58,0.0
Sheldon Westcott,-165.0,60.6061,2,0,0,15.0,0.39,0.0,2.5,0.385,0,2,5,1,0,0,0,0,0,0,0,Southpaw,185.42,180.34,170,31,0.0,0.0,0.0,,,
Shem Rock,-104.0,96.1538,1,0,0,3.03,0.39,0.0,1.0,0.13,0,1,3,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,155,32,0.0,0.0,0.0,,,
Sheymon Moraes,140.0,140.0,1,0,0,,,,0.0,0.0,2,2,12,0,0,1,1,0,0,0,2,Orthodox,172.72,182.88,145,28,0.0,1.0,0.5,3.0,0.42,0.0
Shi Ming,380.0,380.0,0,2,0,3.48,0.39,0.0,0.37,0.16,2,0,6,0,0,1,1,0,0,0,2,Orthodox,157.48,152.4,115,30,0.0,1.0,1.0,,,
Shinsho Anzai,450.0,450.0,0,2,0,35.0,0.61,0.0,1.3333,0.42,2,1,7,0,0,0,1,0,0,1,2,Orthodox,170.18,177.8,170,32,0.0,0.5,0.6666666666666666,,,
Shunichi Shimizu,295.0,295.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,135,28,0.0,0.0,0.0,,,
Sijara Eubanks,-165.0,60.6061,0,1,0,4.3,0.43,0.3,1.9,0.44,2,4,25,0,0,0,4,1,0,0,5,Orthodox,162.56,170.18,125,36,0.2,0.8,0.5555555555555556,,,
Silvana Gomez Juarez,125.0,125.0,1,0,0,4.26,0.32,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,160.02,165.1,115,37,0.0,0.0,0.0,,,
Simeon Thoresen,-230.0,43.4783,1,0,0,27.0,0.43,1.5,0.5,0.125,1,1,3,0,0,0,0,0,1,0,1,Orthodox,185.42,200.66,170,28,1.0,0.0,0.5,,,
Sirwan Kakai,-125.0,80.0,0,1,0,,,,5.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,167.64,135,25,0.0,1.0,1.0,52.0,0.35,0.0
Siyar Bahadurzada,190.0,190.0,1,3,0,3.23,0.49,0.3,1.32,0.61,3,3,17,0,0,0,0,3,1,0,4,Orthodox,180.34,185.42,170,35,1.0,0.0,0.5714285714285714,,,
Soa Palelei,-178.0,56.1798,1,0,0,15.6,0.65,0.0,1.4,0.8,3,2,11,0,0,0,0,3,0,0,3,Orthodox,193.04,205.74,265,37,1.0,0.0,0.6,,,
Sodiq Yusuff,126.0,126.0,2,0,0,5.27,0.49,0.4,0.36,0.23,5,3,24,0,0,0,4,2,1,0,7,Orthodox,175.26,180.34,155,31,0.42857142857142855,0.5714285714285714,0.7,,,
Song Kenan,,,0,1,0,4.49,0.46,0.0,0.42,0.3,2,4,23,0,0,0,3,3,0,0,6,Orthodox,182.88,180.34,170,34,0.5,0.5,0.6,,,
Song Yadong,-355.0,28.169,0,1,1,4.49,0.43,0.2,0.66,0.4,4,2,31,0,0,1,2,5,1,0,9,Orthodox,172.72,170.18,135,26,0.6666666666666666,0.3333333333333333,0.8181818181818182,,,
Spencer Fisher,-210.0,47.619,2,0,0,35.6154,0.465,0.6154,0.5385,0.126,3,5,31,0,0,0,3,2,2,1,8,Southpaw,170.18,177.8,155,34,0.5,0.375,0.6153846153846154,,,
Spike Carlyle,-177.0,56.4972,1,0,0,3.47,0.6,0.0,2.74,0.5,1,1,4,0,0,0,0,1,0,0,1,Switch,172.72,180.34,145,27,1.0,0.0,0.5,,,
Stanislav Nedkov,110.0,110.0,2,0,0,,,,1.6667,0.277,1,2,6,0,0,0,0,1,0,0,1,Orthodox,180.34,180.34,205,33,1.0,0.0,0.3333333333333333,28.6667,0.437,0.0
Stefan Sekulic,155.0,155.0,1,0,0,,,,2.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,29,0.0,0.0,0.0,1.83,0.5,0.5
Stefan Struve,-112.0,89.2857,1,0,0,3.13,0.47,1.7,0.58,0.5,4,10,45,0,1,0,1,5,6,0,13,Orthodox,210.82,213.36,265,32,0.8461538461538461,0.15384615384615385,0.5652173913043478,,,
Stephan Bonnar,138.0,138.0,0,2,0,31.6154,0.408,0.9231,1.0,0.211,3,6,33,1,0,0,3,2,2,0,7,Orthodox,193.04,198.12,205,34,0.5714285714285714,0.42857142857142855,0.5384615384615384,,,
Stephanie Egger,-350.0,28.5714,0,1,0,2.2,0.46,0.6,2.48,0.42,2,2,9,0,0,0,0,1,2,0,3,Orthodox,167.64,172.72,135,34,1.0,0.0,0.6,,,
Stephanie Luciano,-330.0,30.303,1,0,1,5.2,0.42,0.3,1.3,0.71,1,1,9,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,115,25,0.0,1.0,0.5,,,
Stephen Bass,-114.0,87.7193,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,185.0,145,29,0.0,0.0,0.0,,,
Stephen Thompson,300.0,300.0,2,0,1,4.05,0.46,0.0,0.23,0.35,7,8,63,2,0,0,6,6,0,0,12,Orthodox,182.88,190.5,170,42,0.5,0.5,0.6,,,
Steve Bosse,-135.0,74.0741,0,1,0,2.5,0.205,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,205,34,1.0,0.0,0.5,,,
Steve Cantwell,-155.0,64.5161,3,0,0,36.75,0.338,0.25,0.5,0.285,1,3,10,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,24,1.0,0.0,0.25,,,
Steve Erceg,-590.0,16.9492,3,0,0,4.0,0.45,0.4,1.15,0.27,3,3,19,1,0,0,2,1,0,0,3,Orthodox,172.72,172.72,125,30,0.3333333333333333,0.6666666666666666,0.5,,,
Steve Garcia,-138.0,72.4638,0,6,0,5.39,0.49,0.4,0.86,0.4,6,2,17,0,0,0,1,7,0,0,8,Southpaw,182.88,190.5,145,33,0.875,0.125,0.8,,,
Steve Kennedy,335.0,335.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,32,0.0,0.0,0.0,3.0,0.25,0.0
Steve Lopez,140.0,140.0,1,0,0,6.0,0.12,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,26,0.0,0.0,0.0,,,
Steve Montgomery,100.0,100.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,190.5,185,24,0.0,0.0,0.0,,,
Steve Steinbeiss,168.0,168.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,29,0.0,0.0,0.0,7.0,0.36,0.0
Steven Asplund,188.0,188.0,0,2,0,,,,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,Orthodox,195.58,198.12,260,27,1.0,0.0,1.0,10.05,0.51,0.0
Steven Koslow,240.0,240.0,0,0,0,,,,5.28,0.55,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,175.26,125,25,0.0,0.0,0.0,0.77,0.37,1.1
Steven Nguyen,-320.0,31.25,1,0,0,,,,0.24,1.0,2,2,11,0,0,0,1,1,0,0,2,Switch,180.34,185.42,145,32,0.5,0.5,0.5,7.47,0.42,0.0
Steven Peterson,-164.0,60.9756,1,0,0,4.76,0.4,0.7,1.42,0.26,2,5,23,0,0,1,1,1,0,0,3,Orthodox,177.8,177.8,145,32,0.3333333333333333,0.6666666666666666,0.375,,,
Steven Siler,-210.0,47.619,2,0,0,33.75,0.446,1.25,0.375,0.093,3,3,18,0,0,0,3,1,1,0,5,Orthodox,180.34,177.8,145,27,0.4,0.6,0.625,,,
Stevie Ray,135.0,135.0,0,1,0,40.2222,0.45,0.5556,0.5556,0.231,3,3,22,0,1,1,2,2,0,0,6,Southpaw,177.8,177.8,155,29,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,
Stewart Nicoll,,,0,0,0,3.02,0.47,0.0,5.66,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,125,29,0.0,0.0,0.0,,,
Stipe Miocic,117.0,117.0,0,2,0,4.82,0.53,0.0,1.86,0.34,6,3,44,7,0,0,5,9,0,0,14,Orthodox,193.04,203.2,240,38,0.6428571428571429,0.35714285714285715,0.8235294117647058,,,
Su Mudaerji,-400.0,25.0,0,2,0,5.25,0.58,1.3,0.66,1.0,2,1,6,0,0,0,1,1,0,0,2,Southpaw,172.72,182.88,125,25,0.5,0.5,0.6666666666666666,,,
SuYoung You,-550.0,18.1818,0,3,0,2.15,0.47,0.4,4.26,0.47,3,0,9,1,0,1,2,0,0,0,3,Orthodox,167.64,165.1,135,29,0.0,1.0,1.0,,,
Sulangrangbo,-290.0,34.4828,0,2,0,3.96,0.48,0.0,0.0,0.0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,175.26,167.64,135,20,0.5,0.5,1.0,,,
Sultan Aliev,-110.0,90.9091,1,0,0,11.6667,0.52,0.0,1.0,0.33,1,2,6,0,0,1,0,0,0,0,1,Orthodox,180.34,187.96,170,34,0.0,1.0,0.3333333333333333,,,
Suman Mokhtarian,450.0,450.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,170.18,145,26,0.0,0.0,0.0,,,
Sumudaerji,-172.0,58.1395,0,2,0,4.43,0.5,0.5,0.67,0.35,3,4,21,0,0,1,3,1,0,0,5,Southpaw,172.72,182.88,125,30,0.2,0.8,0.5555555555555556,,,
Sung Bin Jo,-130.0,76.9231,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,26,0.0,0.0,0.0,,0.33,
Syuri Kondo,-150.0,66.6667,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,167.64,115,28,0.0,0.0,0.0,,,
TJ Brown,-120.0,83.3333,1,0,0,3.37,0.44,1.3,3.41,0.57,2,3,17,0,0,1,1,0,1,0,3,Switch,175.26,182.88,145,32,0.3333333333333333,0.6666666666666666,0.5,,,
TJ Dillashaw,-125.0,80.0,0,3,0,68.5,0.394,0.8571,1.5,0.341,4,3,41,6,0,0,4,6,1,0,11,Orthodox,167.64,170.18,125,32,0.6363636363636364,0.36363636363636365,0.7857142857142857,,,
TJ Grant,-185.0,54.0541,0,3,0,47.7778,0.51,0.5556,1.5556,0.373,3,3,25,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,155,28,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,
